Date,Product Category,Region,Product,Sales,Profit,Quantity Sold
2023-05-04,Furniture,East,Question,1006.56,146.94,38
2023-05-05,Furniture,West,International,1546.74,198.04,9
2023-05-06,Accessories,South,Student,826.64,106.08,26
2023-05-07,Accessories,South,Audience,1403.72,198.19,22
2023-05-08,Clothing,East,Itself,156.52,34.87,23
2023-05-09,Office Supplies,Central,In,749.58,180.6,2
2023-05-10,Furniture,North,Case,912.1,196.32,11
2023-05-11,Electronics,West,Read,619.54,64.85,4
2023-05-12,Electronics,North,Defense,1235.91,184.04,43
2023-05-13,Clothing,West,Field,1357.86,352.9,44
2023-05-14,Office Supplies,West,Cut,1114.31,127.22,44
2023-05-15,Electronics,East,Behavior,688.88,203.46,44
2023-05-16,Office Supplies,South,Near,785.75,131.57,12
2023-05-17,Clothing,North,Including,654.29,76.23,25
2023-05-18,Accessories,South,Stage,1468.27,185.18,40
2023-05-19,Clothing,South,Teach,311.8,46.11,22
2023-05-20,Clothing,North,Rate,816.82,110.65,9
2023-05-21,Furniture,Central,Look,1175.17,126.58,15
2023-05-22,Accessories,East,Economic,856.46,238.8,46
2023-05-23,Clothing,North,Offer,1196.0,342.01,32
2023-05-24,Clothing,Central,Language,1220.12,136.54,23
2023-05-25,Clothing,Central,Cup,1105.08,290.52,28
2023-05-26,Office Supplies,South,South,643.64,82.87,4
2023-05-27,Accessories,East,Receive,1531.4,258.84,49
2023-05-28,Clothing,East,Every,820.08,204.81,24
2023-05-29,Clothing,Central,Look,968.33,278.67,10
2023-05-30,Furniture,North,Republican,1221.26,319.77,11
2023-05-31,Clothing,East,Affect,1226.01,239.97,34
2023-06-01,Accessories,North,Must,993.45,297.34,24
2023-06-02,Office Supplies,Central,Door,901.94,234.58,7
2023-06-03,Clothing,North,Agency,1644.56,202.56,28
2023-06-04,Electronics,South,Through,787.27,164.47,37
2023-06-05,Accessories,East,Send,1042.36,138.1,20
2023-06-06,Office Supplies,North,Person,1183.3,353.91,37
2023-06-07,Accessories,South,Long,1126.11,325.62,37
2023-06-08,Accessories,Central,When,1514.53,376.0,24
2023-06-09,Accessories,North,Good,1090.11,174.74,9
2023-06-10,Furniture,West,Choose,1510.24,186.14,15
2023-06-11,Furniture,North,East,1257.71,220.5,38
2023-06-12,Clothing,East,Yet,1058.88,183.83,34
2023-06-13,Accessories,East,Generation,1061.3,235.64,16
2023-06-14,Office Supplies,North,Along,1037.99,302.87,5
2023-06-15,Electronics,South,Throw,1297.86,139.11,42
2023-06-16,Accessories,Central,Art,1062.79,190.98,4
2023-06-17,Electronics,Central,Challenge,750.83,115.84,12
2023-06-18,Clothing,Central,Piece,1486.66,370.35,40
2023-06-19,Office Supplies,Central,Account,1226.43,200.36,37
2023-06-20,Electronics,North,Develop,1226.91,239.77,39
2023-06-21,Clothing,Central,Recently,1467.88,361.81,2
2023-06-22,Furniture,East,We,1403.47,388.98,19
2023-06-23,Accessories,South,Business,834.93,175.35,47
2023-06-24,Furniture,West,Where,856.48,174.52,2
2023-06-25,Electronics,West,Road,839.78,249.58,13
2023-06-26,Accessories,West,Degree,1116.91,136.31,42
2023-06-27,Furniture,East,Defense,1010.93,187.37,45
2023-06-28,Clothing,South,Dream,1072.34,174.68,14
2023-06-29,Clothing,East,Bad,492.82,106.89,34
2023-06-30,Accessories,East,Way,1265.54,168.5,39
2023-07-01,Clothing,North,Across,1146.74,278.33,21
2023-07-02,Office Supplies,West,Kid,1540.54,235.04,30
2023-07-03,Electronics,Central,Discuss,1283.99,238.7,18
2023-07-04,Furniture,Central,Talk,1004.2,151.59,13
2023-07-05,Furniture,West,Their,1267.7,312.5,25
2023-07-06,Office Supplies,North,Dog,589.98,152.97,3
2023-07-07,Furniture,East,Can,943.86,265.9,33
2023-07-08,Clothing,South,Reach,737.64,100.45,22
2023-07-09,Accessories,East,Employee,942.8,173.62,5
2023-07-10,Clothing,East,Stay,1218.81,229.99,41
2023-07-11,Furniture,Central,Grow,725.5,78.71,23
2023-07-12,Office Supplies,South,Benefit,1059.6,214.92,29
2023-07-13,Office Supplies,South,Newspaper,1136.28,182.21,41
2023-07-14,Office Supplies,South,Worker,1029.14,117.17,25
2023-07-15,Electronics,North,Hot,612.12,147.37,4
2023-07-16,Clothing,East,Deep,1005.37,135.39,1
2023-07-17,Office Supplies,North,Run,512.5,115.08,4
2023-07-18,Accessories,Central,It,855.65,181.4,28
2023-07-19,Furniture,North,Research,1627.31,396.69,10
2023-07-20,Clothing,West,Long,840.94,163.43,47
2023-07-21,Accessories,West,Plant,776.28,195.58,47
2023-07-22,Furniture,South,Short,1008.6,122.73,28
2023-07-23,Furniture,East,Tend,181.26,27.7,19
2023-07-24,Office Supplies,Central,Follow,1238.28,237.17,43
2023-07-25,Clothing,South,Me,1453.33,303.57,3
2023-07-26,Office Supplies,East,Player,865.46,140.77,49
2023-07-27,Furniture,East,Dinner,1014.46,230.86,40
2023-07-28,Accessories,East,Base,1044.46,151.19,18
2023-07-29,Furniture,East,About,531.91,115.78,6
2023-07-30,Furniture,South,Simply,850.54,98.78,21
2023-07-31,Furniture,Central,Break,904.88,195.73,8
2023-08-01,Accessories,South,Red,686.33,108.74,4
2023-08-02,Accessories,East,Leg,641.74,112.31,39
2023-08-03,Electronics,West,Set,1308.59,251.56,48
2023-08-04,Electronics,North,Experience,1110.07,217.41,25
2023-08-05,Office Supplies,North,While,867.62,202.74,36
2023-08-06,Accessories,Central,Important,868.59,150.93,19
2023-08-07,Furniture,South,Letter,766.3,172.68,43
2023-08-08,Electronics,South,True,1233.53,236.54,19
2023-08-09,Accessories,West,Six,618.45,184.64,14
2023-08-10,Office Supplies,Central,Fear,957.25,218.51,15
2023-08-11,Office Supplies,North,Month,863.01,142.06,38
2023-08-12,Clothing,East,Address,1427.33,366.75,35
2023-08-13,Clothing,East,Determine,736.9,95.79,42
2023-08-14,Accessories,North,Fast,853.72,171.3,17
2023-08-15,Furniture,North,Story,516.33,86.84,3
2023-08-16,Furniture,North,Morning,988.56,159.26,33
2023-08-17,Electronics,East,Election,918.5,194.5,16
2023-08-18,Office Supplies,Central,Energy,1111.56,229.94,6
2023-08-19,Electronics,Central,North,1308.76,392.27,12
2023-08-20,Furniture,West,Stand,867.24,255.15,7
2023-08-21,Office Supplies,South,Information,1169.85,347.96,11
2023-08-22,Office Supplies,North,Must,1132.72,201.64,44
2023-08-23,Accessories,Central,Along,1055.24,233.25,25
2023-08-24,Clothing,East,Plan,909.44,263.06,43
2023-08-25,Clothing,Central,Commercial,1142.51,301.36,8
2023-08-26,Clothing,East,Young,791.83,176.63,19
2023-08-27,Electronics,North,Safe,939.65,137.18,44
2023-08-28,Clothing,North,Democratic,602.5,140.43,47
2023-08-29,Accessories,South,Ok,914.58,99.41,49
2023-08-30,Clothing,East,Alone,557.06,78.28,5
2023-08-31,Accessories,South,Anything,1487.25,317.6,25
2023-09-01,Electronics,West,Forget,892.31,136.93,4
2023-09-02,Furniture,West,Water,536.17,80.33,37
2023-09-03,Accessories,East,Center,1250.33,362.15,8
2023-09-04,Accessories,East,Model,728.6,94.63,20
2023-09-05,Furniture,East,Outside,682.88,70.78,13
2023-09-06,Furniture,Central,Notice,1299.15,388.09,47
2023-09-07,Accessories,East,Yet,1288.54,149.92,34
2023-09-08,Clothing,East,Few,1318.73,299.74,41
2023-09-09,Electronics,North,Education,424.82,78.55,47
2023-09-10,Accessories,East,Material,736.53,201.39,2
2023-09-11,Accessories,West,Range,660.14,186.08,29
2023-09-12,Clothing,West,Occur,1482.54,244.87,28
2023-09-13,Office Supplies,East,Now,998.5,282.39,2
2023-09-14,Office Supplies,West,Truth,1229.25,175.09,40
2023-09-15,Clothing,East,Which,673.46,189.26,17
2023-09-16,Clothing,East,Game,764.66,178.22,49
2023-09-17,Clothing,South,Technology,1023.06,186.05,3
2023-09-18,Office Supplies,North,Usually,912.88,219.56,13
2023-09-19,Furniture,South,Whether,528.82,90.67,37
2023-09-20,Electronics,Central,Go,1062.81,260.61,7
2023-09-21,Accessories,East,Democratic,580.86,172.95,41
2023-09-22,Office Supplies,North,Along,1009.83,219.86,7
2023-09-23,Electronics,West,Leave,1565.19,190.4,26
2023-09-24,Accessories,South,Five,1414.87,242.26,49
2023-09-25,Clothing,West,Paper,1110.98,122.07,41
2023-09-26,Electronics,South,Value,1248.4,302.33,47
2023-09-27,Clothing,Central,Work,966.24,224.55,16
2023-09-28,Electronics,East,Expect,823.46,194.73,42
2023-09-29,Office Supplies,North,Accept,1211.49,274.85,29
2023-09-30,Electronics,North,Past,1764.89,362.8,28
2023-10-01,Electronics,West,Heavy,1396.16,231.26,18
2023-10-02,Electronics,South,Over,740.37,141.92,48
2023-10-03,Accessories,East,Walk,967.49,247.94,4
2023-10-04,Furniture,North,Thank,1240.89,180.5,38
2023-10-05,Electronics,South,Under,1036.84,140.38,36
2023-10-06,Electronics,West,Model,1071.94,160.22,45
2023-10-07,Furniture,South,Catch,734.98,112.59,31
2023-10-08,Accessories,East,Task,916.72,154.3,15
2023-10-09,Clothing,Central,Process,814.59,90.23,48
2023-10-10,Clothing,West,Space,1471.14,437.13,20
2023-10-11,Office Supplies,West,Statement,965.62,106.49,42
2023-10-12,Furniture,West,Claim,1386.35,178.88,12
2023-10-13,Accessories,West,Assume,1229.02,245.04,40
2023-10-14,Electronics,West,Which,816.68,184.89,3
2023-10-15,Accessories,Central,Staff,889.33,261.98,31
2023-10-16,Electronics,South,Store,1059.47,292.17,30
2023-10-17,Accessories,East,Go,1578.45,368.81,30
2023-10-18,Furniture,Central,Test,1491.45,437.94,25
2023-10-19,Clothing,Central,Painting,1369.67,245.83,5
2023-10-20,Accessories,Central,Chance,989.7,184.89,34
2023-10-21,Electronics,West,Wait,1134.02,274.04,6
2023-10-22,Accessories,Central,Discuss,1217.27,253.72,7
2023-10-23,Electronics,Central,Land,858.24,126.05,23
2023-10-24,Furniture,West,Group,1198.17,128.95,28
2023-10-25,Office Supplies,Central,Back,994.87,134.81,29
2023-10-26,Accessories,West,Some,1131.25,175.8,46
2023-10-27,Accessories,Central,Project,1218.82,158.65,49
2023-10-28,Furniture,North,Western,956.41,137.39,32
2023-10-29,Furniture,Central,Some,1159.52,267.76,38
2023-10-30,Office Supplies,North,Specific,634.85,134.82,41
2023-10-31,Office Supplies,Central,Million,1215.49,153.16,25
2023-11-01,Clothing,East,Mouth,1392.21,401.14,37
2023-11-02,Office Supplies,Central,Worry,1240.28,273.5,18
2023-11-03,Office Supplies,West,Career,1028.67,191.94,44
2023-11-04,Accessories,East,Quality,1083.21,144.19,12
2023-11-05,Office Supplies,East,Agent,1422.2,217.88,41
2023-11-06,Office Supplies,Central,Bring,760.66,187.85,15
2023-11-07,Office Supplies,South,Opportunity,684.46,175.28,37
2023-11-08,Electronics,South,Them,1134.44,151.88,28
2023-11-09,Clothing,East,Onto,1392.07,232.53,25
2023-11-10,Accessories,East,Four,765.5,121.12,25
2023-11-11,Office Supplies,South,Where,912.93,177.42,20
2023-11-12,Electronics,North,Story,922.49,237.06,37
2023-11-13,Electronics,West,Many,1203.4,268.71,38
2023-11-14,Accessories,North,Seat,491.78,117.39,47
2023-11-15,Clothing,South,Option,1541.53,220.4,33
2023-11-16,Office Supplies,East,Somebody,663.74,183.94,46
2023-11-17,Electronics,East,Class,959.91,99.53,30
2023-11-18,Accessories,South,Across,871.26,179.41,40
2023-11-19,Accessories,West,Practice,966.73,147.57,25
2023-11-20,Office Supplies,South,Money,781.47,185.92,45
2023-11-21,Office Supplies,East,Step,477.17,132.89,46
2023-11-22,Office Supplies,Central,Provide,1234.18,298.28,24
2023-11-23,Clothing,West,Source,926.71,177.09,5
2023-11-24,Accessories,East,Appear,1370.59,158.08,38
2023-11-25,Accessories,East,According,962.31,174.34,19
2023-11-26,Clothing,East,Result,1403.01,397.97,23
2023-11-27,Accessories,North,Adult,1646.44,189.16,8
2023-11-28,Accessories,West,Role,928.32,224.94,15
2023-11-29,Accessories,North,Direction,924.75,219.45,8
2023-11-30,Clothing,South,Buy,751.86,121.56,11
2023-12-01,Accessories,Central,Difference,1348.48,238.71,43
2023-12-02,Electronics,North,Scene,1432.68,265.98,49
2023-12-03,Accessories,South,Whom,1015.04,109.6,23
2023-12-04,Electronics,West,Buy,914.12,147.08,1
2023-12-05,Office Supplies,North,Increase,1013.7,143.25,34
2023-12-06,Office Supplies,Central,Remember,1505.4,373.68,7
2023-12-07,Clothing,East,Wrong,764.02,193.75,8
2023-12-08,Electronics,West,Run,817.62,224.58,36
2023-12-09,Accessories,South,Growth,1100.22,172.81,42
2023-12-10,Electronics,West,Door,1247.81,341.74,9
2023-12-11,Furniture,South,General,919.03,190.19,49
2023-12-12,Office Supplies,East,Feeling,1215.58,160.24,14
2023-12-13,Accessories,Central,Heavy,742.29,191.23,32
2023-12-14,Clothing,Central,Yard,1119.45,307.28,38
2023-12-15,Clothing,South,Very,1256.37,229.83,47
2023-12-16,Accessories,East,Trip,706.83,99.27,46
2023-12-17,Office Supplies,West,Enough,606.27,65.93,41
2023-12-18,Office Supplies,South,Have,131.99,39.16,17
2023-12-19,Electronics,East,Stuff,1276.6,364.67,45
2023-12-20,Furniture,East,Society,601.92,159.29,34
2023-12-21,Electronics,South,Action,1171.56,210.3,24
2023-12-22,Clothing,South,Whose,1110.69,139.86,26
2023-12-23,Clothing,North,National,1116.35,215.23,27
2023-12-24,Electronics,Central,Network,1723.11,375.49,27
2023-12-25,Electronics,South,Out,1102.58,287.93,46
2023-12-26,Accessories,East,Ago,1122.48,245.85,42
2023-12-27,Office Supplies,East,Bed,1024.27,272.25,48
2023-12-28,Accessories,East,Together,885.92,263.61,43
2023-12-29,Accessories,West,Contain,607.77,163.8,30
2023-12-30,Electronics,North,Field,1131.38,309.25,30
2023-12-31,Office Supplies,North,Station,1077.44,313.95,7
2024-01-01,Electronics,East,Anyone,690.18,109.37,32
2024-01-02,Accessories,North,Water,1313.9,263.81,13
2024-01-03,Accessories,South,So,1157.06,274.61,24
2024-01-04,Electronics,East,Threat,933.78,122.44,15
2024-01-05,Accessories,East,Role,868.54,159.41,34
2024-01-06,Accessories,South,Kind,1524.62,275.51,5
2024-01-07,Electronics,North,Although,40.64,5.59,25
2024-01-08,Electronics,North,Simply,1042.41,295.11,41
2024-01-09,Electronics,Central,Single,789.21,132.72,2
2024-01-10,Office Supplies,South,Option,1038.25,161.22,44
2024-01-11,Accessories,Central,Themselves,1078.14,232.21,24
2024-01-12,Clothing,East,Pm,731.83,81.34,47
2024-01-13,Accessories,North,Body,1099.77,244.57,38
2024-01-14,Electronics,East,Site,1518.59,434.92,18
2024-01-15,Clothing,South,School,1328.44,352.13,3
2024-01-16,Furniture,South,Employee,1200.84,292.04,12
2024-01-17,Electronics,East,Smile,1009.96,278.45,45
2024-01-18,Furniture,Central,Respond,960.18,146.84,39
2024-01-19,Electronics,East,Get,937.26,146.64,24
2024-01-20,Electronics,North,Short,318.08,50.0,2
2024-01-21,Office Supplies,West,Issue,965.7,240.01,26
2024-01-22,Clothing,Central,Each,1436.71,385.63,48
2024-01-23,Furniture,North,Gas,580.28,168.69,5
2024-01-24,Office Supplies,West,Attack,1627.35,166.53,10
2024-01-25,Accessories,East,Task,729.01,93.63,21
2024-01-26,Furniture,North,High,635.61,81.85,18
2024-01-27,Accessories,East,International,703.08,97.92,2
2024-01-28,Office Supplies,East,Trade,1162.63,302.47,15
2024-01-29,Electronics,West,Chair,1331.92,339.42,5
2024-01-30,Office Supplies,Central,Some,1278.08,276.01,12
2024-01-31,Electronics,South,Alone,1346.85,210.97,19
2024-02-01,Electronics,Central,Significant,1205.18,343.9,49
2024-02-02,Furniture,North,Once,839.25,173.7,21
2024-02-03,Office Supplies,East,Member,1263.8,349.62,27
2024-02-04,Clothing,North,Interesting,1032.11,131.85,2
2024-02-05,Clothing,North,Either,351.52,54.15,39
2024-02-06,Office Supplies,South,Responsibility,679.95,119.57,41
2024-02-07,Office Supplies,West,Someone,1031.47,136.7,27
2024-02-08,Accessories,South,Watch,956.74,188.36,32
2024-02-09,Furniture,North,Close,908.83,183.56,3
2024-02-10,Office Supplies,South,Away,1587.06,178.94,45
2024-02-11,Furniture,East,Theory,650.59,84.09,35
2024-02-12,Office Supplies,East,Activity,1197.05,249.85,21
2024-02-13,Electronics,North,Approach,1002.56,178.9,30
2024-02-14,Office Supplies,East,Lawyer,1162.02,309.92,2
2024-02-15,Clothing,Central,Per,1400.25,328.57,14
2024-02-16,Furniture,West,Them,565.43,121.69,19
2024-02-17,Furniture,West,Thought,655.13,120.38,34
2024-02-18,Office Supplies,West,Thousand,801.88,172.58,10
2024-02-19,Office Supplies,South,Else,920.1,200.85,35
2024-02-20,Electronics,South,Mean,761.3,126.19,23
2024-02-21,Furniture,East,Style,647.7,77.64,17
2024-02-22,Furniture,North,Door,488.38,141.94,43
2024-02-23,Furniture,Central,Each,1072.96,280.15,29
2024-02-24,Office Supplies,North,Deep,940.41,151.96,42
2024-02-25,Clothing,West,Yes,1365.7,238.94,13
2024-02-26,Electronics,South,Article,553.45,147.94,45
2024-02-27,Clothing,West,Tree,686.08,102.24,6
2024-02-28,Clothing,Central,How,1006.49,121.56,49
2024-02-29,Accessories,South,Evidence,758.81,137.67,46
2024-03-01,Furniture,East,Remain,831.49,131.62,3
2024-03-02,Electronics,Central,Pm,839.65,208.65,36
2024-03-03,Furniture,Central,Population,776.28,130.74,7
2024-03-04,Office Supplies,North,Reality,917.4,98.61,33
2024-03-05,Furniture,East,Not,1030.36,250.49,24
2024-03-06,Furniture,East,Them,447.94,90.23,18
2024-03-07,Furniture,Central,Worker,1270.77,358.2,10
2024-03-08,Electronics,West,Poor,831.27,162.61,4
2024-03-09,Electronics,East,Player,661.63,121.19,40
2024-03-10,Accessories,South,Tell,1042.59,122.98,24
2024-03-11,Accessories,North,Operation,1244.31,302.86,27
2024-03-12,Furniture,North,Laugh,1245.43,201.01,17
2024-03-13,Clothing,West,Color,805.95,101.71,6
2024-03-14,Electronics,West,Scene,1267.99,230.55,49
2024-03-15,Office Supplies,South,Dinner,452.59,77.43,3
2024-03-16,Clothing,North,Back,1306.21,174.32,42
2024-03-17,Electronics,Central,May,885.23,138.6,12
2024-03-18,Clothing,East,Three,1321.24,176.62,11
2024-03-19,Office Supplies,Central,Through,1371.46,221.36,8
2024-03-20,Electronics,West,Card,1208.19,339.4,11
2024-03-21,Office Supplies,Central,Now,954.16,198.01,4
2024-03-22,Office Supplies,East,Fear,1343.95,214.97,27
2024-03-23,Accessories,Central,Agent,685.96,71.05,8
2024-03-24,Furniture,Central,View,1135.86,149.33,18
2024-03-25,Office Supplies,North,Born,878.79,259.44,3
2024-03-26,Clothing,East,Build,961.1,195.88,46
2024-03-27,Furniture,North,Resource,810.17,206.49,33
2024-03-28,Accessories,North,Discover,956.4,276.36,41
2024-03-29,Furniture,Central,Own,593.85,84.19,10
2024-03-30,Clothing,North,Decide,533.87,93.87,15
2024-03-31,Accessories,South,Actually,1421.81,275.95,13
2024-04-01,Electronics,East,Leg,1238.74,354.07,25
2024-04-02,Accessories,North,Party,712.32,79.92,26
2024-04-03,Office Supplies,West,Because,1450.73,281.03,49
2024-04-04,Electronics,Central,Sit,1369.11,247.76,22
2024-04-05,Clothing,South,Area,669.7,191.87,23
2024-04-06,Clothing,South,Can,1236.18,196.18,47
2024-04-07,Electronics,North,Whatever,1388.71,220.21,15
2024-04-08,Furniture,North,Human,1116.09,286.98,37
2024-04-09,Clothing,North,Trade,1271.62,340.74,6
2024-04-10,Clothing,West,These,647.17,180.03,8
2024-04-11,Electronics,West,Debate,1476.03,185.85,22
2024-04-12,Electronics,Central,Would,707.84,86.46,10
2024-04-13,Clothing,West,Guy,974.93,138.52,4
2024-04-14,Accessories,South,Thus,866.65,239.66,32
2024-04-15,Furniture,South,Relationship,738.97,94.31,41
2024-04-16,Electronics,South,Recently,892.88,122.08,47
2024-04-17,Accessories,South,Cultural,591.85,152.34,12
2024-04-18,Office Supplies,East,Read,1253.2,166.22,14
2024-04-19,Furniture,North,Production,1174.13,157.14,26
2024-04-20,Furniture,North,Charge,1066.71,212.92,27
2024-04-21,Electronics,West,Sing,911.38,187.38,41
2024-04-22,Accessories,South,Among,1249.82,235.67,47
2024-04-23,Electronics,South,Even,1128.09,253.3,29
2024-04-24,Office Supplies,East,Campaign,399.17,59.37,49
2024-04-25,Furniture,South,Green,827.93,179.83,45
2024-04-26,Office Supplies,Central,Mrs,610.09,159.96,27
2024-04-27,Accessories,West,Build,1301.94,196.17,42
2024-04-28,Accessories,North,Wall,840.83,222.32,5
2024-04-29,Accessories,West,Rich,882.66,113.15,42
2024-04-30,Electronics,East,Student,847.29,138.69,23
2024-05-01,Office Supplies,East,Chance,1164.06,290.97,16
2024-05-02,Accessories,West,School,1217.84,238.21,41
2024-05-03,Clothing,West,Back,1338.93,240.09,29
2024-05-04,Clothing,West,Night,823.46,107.09,48
2024-05-05,Office Supplies,Central,Something,932.09,216.93,18
2024-05-06,Furniture,East,North,1051.12,285.8,38
2024-05-07,Accessories,West,Could,718.04,173.78,21
2024-05-08,Office Supplies,East,Defense,803.34,89.15,5
2024-05-09,Office Supplies,East,Miss,1236.35,190.44,29
2024-05-10,Accessories,Central,Live,847.33,139.98,11
2024-05-11,Furniture,Central,Record,1137.59,219.16,24
2024-05-12,Clothing,South,Trip,847.97,152.1,34
2024-05-13,Electronics,West,Sound,801.35,125.85,47
2024-05-14,Furniture,West,Tell,1286.25,132.42,40
2024-05-15,Clothing,North,Poor,1066.48,242.96,8
2024-05-16,Clothing,West,Health,1075.81,233.2,41
2024-05-17,Office Supplies,Central,Expect,706.48,200.5,30
2024-05-18,Clothing,North,Simply,610.07,99.2,35
2024-05-19,Office Supplies,Central,Step,909.32,121.29,7
2024-05-20,Electronics,Central,General,682.48,190.55,41
2024-05-21,Electronics,West,Somebody,934.53,157.57,22
2024-05-22,Office Supplies,East,Under,526.59,136.11,13
2024-05-23,Accessories,North,Management,748.21,139.75,15
2024-05-24,Electronics,West,Support,805.04,118.09,5
2024-05-25,Electronics,South,Tree,816.5,189.1,18
2024-05-26,Clothing,West,Actually,672.16,189.77,14
2024-05-27,Furniture,Central,Response,1221.83,160.53,38
2024-05-28,Electronics,South,Chair,1130.49,226.25,36
2024-05-29,Clothing,Central,Either,762.57,117.23,18
2024-05-30,Clothing,East,Public,640.29,91.08,18
2024-05-31,Furniture,East,Sense,739.9,216.92,23
2024-06-01,Accessories,South,Tend,707.63,155.72,46
2024-06-02,Accessories,South,Indicate,1079.32,149.93,40
2024-06-03,Accessories,East,Nation,864.5,87.79,34
2024-06-04,Clothing,Central,Congress,985.57,261.71,42
2024-06-05,Electronics,South,Generation,1562.31,396.23,42
2024-06-06,Office Supplies,Central,Woman,1097.54,182.11,21
2024-06-07,Electronics,West,Character,845.21,107.05,13
2024-06-08,Accessories,West,Crime,992.04,215.78,5
2024-06-09,Accessories,Central,Song,1189.14,217.34,38
2024-06-10,Electronics,East,Still,773.77,142.64,35
2024-06-11,Office Supplies,West,Quite,2108.5,251.35,41
2024-06-12,Furniture,North,Simply,1295.27,176.34,14
2024-06-13,Clothing,West,Tv,1312.24,322.46,46
2024-06-14,Furniture,East,Computer,909.9,238.46,8
2024-06-15,Accessories,South,Color,865.07,112.45,41
2024-06-16,Clothing,West,Adult,885.81,184.04,2
2024-06-17,Clothing,South,Describe,1192.98,343.17,28
2024-06-18,Clothing,Central,Country,1328.25,335.16,16
2024-06-19,Electronics,South,Cultural,1616.45,280.77,2
2024-06-20,Office Supplies,East,Series,1095.25,297.12,45
2024-06-21,Clothing,East,Foreign,914.78,250.26,16
2024-06-22,Electronics,Central,Yard,1207.93,224.02,38
2024-06-23,Clothing,East,Top,1277.65,321.12,9
2024-06-24,Office Supplies,East,Yes,985.27,107.29,12
2024-06-25,Furniture,Central,Computer,405.71,52.54,6
2024-06-26,Electronics,West,However,978.85,225.61,27
2024-06-27,Electronics,East,Evening,687.88,72.74,13
2024-06-28,Accessories,West,Social,1227.8,129.54,24
2024-06-29,Furniture,East,Movement,1239.7,280.76,8
2024-06-30,Accessories,Central,Way,887.13,138.43,48
2024-07-01,Office Supplies,East,Occur,863.6,142.5,25
2024-07-02,Accessories,Central,Risk,791.57,226.23,43
2024-07-03,Office Supplies,West,Shoulder,992.53,177.88,22
2024-07-04,Furniture,West,Decide,697.64,142.06,8
2024-07-05,Clothing,East,Check,1101.77,278.44,25
2024-07-06,Clothing,South,Available,1248.6,212.93,35
2024-07-07,Accessories,East,Air,1336.68,200.81,18
2024-07-08,Office Supplies,South,Our,649.93,84.84,49
2024-07-09,Office Supplies,Central,Hope,1057.43,200.01,34
2024-07-10,Office Supplies,Central,First,825.63,117.85,28
2024-07-11,Office Supplies,South,Source,781.44,88.21,37
2024-07-12,Electronics,North,Structure,708.68,185.55,37
2024-07-13,Clothing,Central,Environment,1143.96,150.3,47
2024-07-14,Electronics,North,Test,1051.57,232.49,34
2024-07-15,Clothing,West,Remember,1024.48,118.2,19
2024-07-16,Clothing,West,Much,947.24,137.77,21
2024-07-17,Furniture,West,Matter,1020.82,156.26,3
2024-07-18,Office Supplies,West,Development,929.57,112.84,34
2024-07-19,Electronics,East,Hotel,1938.99,430.89,28
2024-07-20,Furniture,West,Contain,480.81,56.34,45
2024-07-21,Accessories,West,He,595.43,86.12,12
2024-07-22,Office Supplies,East,Find,1623.65,467.47,46
2024-07-23,Electronics,East,Concern,1369.07,210.76,28
2024-07-24,Clothing,South,Money,1501.48,349.29,2
2024-07-25,Accessories,Central,Peace,484.48,116.96,3
2024-07-26,Accessories,East,Rate,631.91,65.78,9
2024-07-27,Electronics,South,Town,1047.15,292.82,1
2024-07-28,Accessories,East,Fact,1417.67,258.09,12
2024-07-29,Accessories,Central,List,841.07,88.0,41
2024-07-30,Clothing,East,Science,992.55,292.54,36
2024-07-31,Office Supplies,North,House,958.31,189.05,49
2024-08-01,Accessories,South,Tough,1281.36,312.43,12
2024-08-02,Furniture,East,Mention,794.26,121.58,44
2024-08-03,Accessories,South,Ready,1061.21,244.27,2
2024-08-04,Accessories,Central,Current,910.66,237.26,33
2024-08-05,Accessories,South,Grow,922.28,156.88,38
2024-08-06,Accessories,West,Evidence,1574.26,435.42,46
2024-08-07,Clothing,South,Table,1135.37,115.12,14
2024-08-08,Clothing,North,Process,1253.74,366.27,22
2024-08-09,Accessories,North,Simply,1014.2,174.09,14
2024-08-10,Office Supplies,West,Successful,935.76,167.17,44
2024-08-11,Electronics,South,Stuff,1539.87,356.62,20
2024-08-12,Clothing,Central,Family,614.1,127.55,33
2024-08-13,Electronics,South,World,398.75,97.28,17
2024-08-14,Accessories,Central,True,882.99,159.42,10
2024-08-15,Office Supplies,South,Few,798.26,186.65,40
2024-08-16,Furniture,South,Eight,1680.64,396.41,11
2024-08-17,Furniture,West,About,1082.81,128.76,30
2024-08-18,Office Supplies,South,Site,821.09,118.42,42
2024-08-19,Office Supplies,South,Chance,848.24,228.76,31
2024-08-20,Accessories,North,Entire,1200.18,323.13,12
2024-08-21,Furniture,South,Because,595.64,110.08,39
2024-08-22,Accessories,South,Threat,768.76,190.57,3
2024-08-23,Accessories,North,Note,801.27,170.47,28
2024-08-24,Clothing,East,Wide,775.24,168.6,14
2024-08-25,Office Supplies,South,Impact,1135.91,174.52,25
2024-08-26,Accessories,Central,Get,905.08,110.62,20
2024-08-27,Electronics,South,Purpose,711.91,82.17,14
2024-08-28,Accessories,North,Until,988.39,108.98,26
2024-08-29,Electronics,East,Name,939.27,267.3,41
2024-08-30,Electronics,West,Test,1190.53,125.39,32
2024-08-31,Furniture,North,Short,588.3,74.85,7
2024-09-01,Clothing,Central,Someone,890.14,206.25,24
2024-09-02,Electronics,West,Unit,985.56,290.78,6
